Name,Coordinates
Laroumada,"37.061961,32.663867"
Larymna,"36.608453,28.007502"
Larymna,"38.567348,23.281349"
Larymna,"38.567348,23.281349"
Las,"36.725537,22.498245"
Lasaia,"34.94083,24.8182662"
Lasamices,"32.590008,21.712327"
Lasanices,"32.590008,21.712327"
Lascuta,"36.460524,-5.723687"
Lascutana Turris,"36.533671,-5.78606"
Lashom,"35.05958,44.351671"
Lasion,"37.798028,21.743462"
Lasnedda,"38.627384,27.880247"
Lasoia,"34.94083,24.8182662"
Lassira,"40.646247,-0.20249"
Lasthenes,"41.115124,29.052603"
Lastigi,"37.523585,-6.269587"
Latōn polis,"25.25367995,32.5362975"
"Latōn Polis, Laton Polis","25.25367995,32.5362975"
Lathinat,"12.5,47.5"
Lathon,"32.5,20.5"
Lathrippa,"24.459787,39.621407"
Laththa,"15.995719,44.792983"
Latina,"43.185572,22.518438"
Latium Vetus,"41.875,12.375"
Latmos,"37.498076,27.53766"
Lato,"35.1785382,25.65567205"
Lato pros Kamara,"35.190776,25.71726"
Latobici,"45.5,14.5"
Latopolis,"25.25367995,32.53481865"
Latopolis,"25.25367995,32.5362975"
Lattara,"43.566894,3.9052705"
Latusates,"43.5,-0.5"
Laudiacum,"47.5,0.5"
Laudiciaca taceaumeno,"38.192186,32.374024"
Laugaricio,"48.893052,18.038558"
Laumellum,"45.122041,8.79735"
Laupas,"14.175369,43.445883"
Laurento,"43.262736,17.060487"
Laurenton,"41.625,12.375"
Lauriacum,"48.2186795,14.470479"
Lauriana,"45.29127,14.275837"
Laurinienses,"40.75,14.75"
Lauro,"36.822609,-4.706673"
Lauro,"37.268682,-4.827814"
Lauro,"41.647877,2.298222"
Laurum,"52.0855935,4.883239"
Laus Pompeia,"45.303456,9.418776"
Lausonius L.,"46.5,6.5"
Lautrego,"43.705846,2.136751"
Lautulae,"41.324,13.264"
Lauzadeai,"36.7524565,32.6977875"
Lauzados,"36.7524565,32.6977875"
Lavatris,"54.514656,-2.012394"
Lavernae,"42.065392,13.83803"
Lavi,"32.773022,35.438967"
Lavinium,"39.767685,15.8244"
Lavinium,"41.664474,12.4807205"
Lavobrinta,"52.58205175,-3.17016715"
Laziane,"40.5,33.5"
Lazike,"42.5,42.5"
leúkon teíchos,"29.849491,31.255061"
Lebaba,"33.280217,36.303296"
Lebedos,"38.077883,26.964722"
Leben,"34.933931,24.925981"
Lebena,"34.933931,24.925981"
Lebissos,"36.75,29.25"
Lechaion,"37.930955,22.878817"
Ledena,"34.933931,24.925981"
Lederata,"44.813432,21.334266"
Ledo,"46.5,-1.5"
Ledo,"46.673939,5.551861"
Ledon,"38.654801,22.680539"
Ledroi,"35.157167,33.347297"
Legedia,"48.685014,-1.3568675"
Legeita,"37.682053,30.356445"
Legerda,"38.512506,40.55165"
Leges Maiores,"35.068699,7.395885"
Legio,"32.575288,35.1863785"
Legio IV,"42.594547,-4.33076"
Legio VII Gemina,"42.5996765,-5.569203"
Legna,"40.368783,32.354826"
Leibethra,"40.037748,22.528396"
Leimon,"37.926519,28.109996"
Leimone,"39.82679,22.318436"
Leipsydrion,"38.12719,23.724333"
Leiria,"39.624587,-0.594758"
Leleges,"39.5919892362,26.7118430763"
Lelos,"34.75,26.25"
Lemana,"51.5,0.5"
Lemannonios Kolpos,"55.5,-5.5"
Lemannus L.,"46.5,6.5"
Lemavi,"42.5,-7.5"
Lembos Pr.,"41.125,29.125"
Lemellef,"35.8918625,4.899787"
Lemincum,"45.5666305,5.9208005"
Lemnis,"35.073106,-2.102887"
Lemoouikes,"45.5,0.5"
Lemovices,"45.5,0.5"
Lemovii,"52.5,12.5"
Lentia,"48.304564,14.2884245"
Lentienses,"47.5,8.5"
Lentulis,"45.989285,17.170695"
Leodamantium,"31.189464,27.633366"
Leon,"37.115623,15.23553"
Leonopolis,"35.951124,39.0533265"
Leontini,"37.285478,14.998115"
Leontinon Pedion,"37.25,14.75"
Leontion,"38.004121,21.913025"
Leontopolis,"30.292445,31.330822"
Leontopolis,"30.682989,31.355543"
Leontopolis,"37.193604,32.342442"
Leontopolis,"39.613059,40.221285"
Leontopolis,"41.615325,35.593059"
Leontopolites Nomos,"30.75,31.25"
Leontos Kome,"38.650128,30.770401"
Leontos Thermon,"38.650128,30.770401"
Leosthenion,"41.115124,29.052603"
Lepcis Magna,"32.6379575,14.291378"
Lepediaco,"44.013018,1.434951"
Lepidoton Polis,"26.323611,31.888573"
Lepontii,"46.25,8.25"
Lepre Akte,"37.75,27.25"
Lepreon,"37.4400321,21.7251305"
Leprosum,"46.974116,1.6136195"
Lepsia,"37.296297,26.77056"
Lepte,"42.5,34.5"
Lepte Akra,"36.25,35.75"
Lepti Minus,"35.678102,10.866332"
Leptis,"37.70729,-5.346426"
Leptis Magna,"32.6379575,14.291378"
Leptoia,"40.814452,29.974641"
Lerabriga,"39.066877,-9.062142"
Lerina,"43.507824,7.045203"
Lero,"43.5194059,7.049411"
Leros,"37.158037,26.854663"
Lesa,"40.440915,9.148493"
Lesanikoi,"32.5,21.5"
Lesbi,"36.457201,5.129934"
Lessa,"37.591166,22.94132"
Leston,"40.5,42.5"
Lesura,"50.5,6.5"
Lete,"40.74493,22.978076"
Lethaios,"37.75,27.25"
Lethe,"32.5,20.5"
Letocetum,"52.6563535,-1.853758"
Leton,"32.5,20.5"
Letoon,"36.3315899,29.28936565"
Letopolis,"30.1223455,31.1339825"
Letopolites Nomos,"30.25,31.25"
Letrinoi,"37.672865,21.431292"
Lettino,"43.914829,4.510532"
Leuathai,"31.5,13.5"
Leuca,"51.5,-4.5"
Leucaro,"51.662596,-4.07023"
Leucas,"38.807342,20.713116"
Leucata Litus,"42.5,3.5"
Leucatas Pr.,"40.75,29.25"
Leucerae,"45.852986,9.390035"
Leuci,"48.5,5.5"
Leucomagus,"51.225795,-1.470378"
Leucono,"45.1904205,18.292799"
Leucopetra,"38.017459,15.636815"
Leugaisa,"38.183297,38.051885"
"Leukás, Leukas","38.807342,20.713116"
Leukai,"36.711361,22.818458"
Leukai,"38.546745,26.856796"
Leukai Stelai,"37.531187,28.118617"
"Leukania, Leukanía","40.75,15.75"
Leukas,"35.174692,35.9433145"
Leukaspis,"30.823446,29.012034"
Leuke,"12.5,72.5"
Leuke,"34.940988,26.131172"
Leuke,"36.75,22.75"
Leuke Akte,"31.230934,27.857983"
Leuke Akte,"37.75,24.25"
Leuke Kome,"28.0882346,35.18443565"
Leukimma Pr.,"39.25,20.25"
Leukolla,"35.057392,34.001837"
Leukon,"45.852986,9.390035"
Leukonoion,"38.007713,23.691555"
Leukophrys,"37.8505485,27.526039"
"Leukos Limēn, Leukos Limen","35.610222,35.780703"
Leukos Limen,"35.610222,35.780703"
Leukos Limen,"35.610222,35.780703"
Leukos Oikos,"35.254511,33.724863"
Leukotekia polis,"48.8544055,2.346168"
Leukothea,"41.7246105,43.1670325"
Leukousia,"35.157167,33.347297"
Leukousia,"35.157167,33.347297"
Leuktra,"36.8427542661,22.2652298914"
Leuktra,"37.321324,22.138259"
Leuktron,"36.843766,22.266553"
Leuktron,"37.321324,22.138259"
Leuni,"41.5,-8.5"
Leusaba,"44.416993,17.083952"
Leusinio,"42.741551,18.471021"
Leusonna,"46.519546,6.61810405"
Leutuoano,"45.422056,18.856212"
Levefanum,"51.9676425,5.349007"
Lexianae,"12.5,47.5"
Lexovii,"48.5,0.5"
Lexovioi,"48.5,0.5"
Liada,"40.559956,29.668747"
Libanophoros Chora,"17.5,52.5"
Libanotophoros Chora,"17.5,52.5"
Libarna,"44.7148917,8.8610596"
Libarna,"44.7148917,8.8610596"
Libba,"31.601843,35.771722"
Libia,"42.503667,-3.046514"
Libica Ora,"43.25,4.25"
Libicii,"43.75,4.25"
Libicii,"45.25,8.25"
Libida,"44.852354,28.6078315"
Libiopolis,"41.068855,39.198236"
Libisosa,"38.94902,-2.353783"
Libo,"34.20290655,36.35742265"
Libum,"40.631587,29.686075"
Liburni,"44.5,14.5"
Liburnia,"44.5,14.5"
Libya,"31.5,26.5"
Libya Inferior,"31.5,24.5"
Libya Sicca,"31.5,24.5"
Libyaigyptioi,"25.75,31.25"
Libyarchai,"32.5,22.5"
Libyca,"43.5,-8.5"
Libykon Oros,"28.75,30.25"
Libyphoenices,"35.25,10.5"
Libyssa,"40.769562,29.539812"
Libyssos,"40.75,29.75"
Licaniacum,"45.457419,3.239986"
Licates,"47.5,10.5"
Licini Forum,"45.812228,9.223955"
Licnias,"41.125,29.125"
Lide,"37.25,27.75"
Ligauni,"43.75,6.25"
Ligeris,"45.917205,11.031731"
Ligures Baebiani,"41.3180165,14.8122895"
Ligures Corneliani,"41.446291,15.002628"
Likáttioi,"47.5,10.5"
Likninoi,"42.5,9.5"
Lilaia,"38.6319828,22.5012665"
Lilaios,"41.09037,31.186582"
Lilybaeum,"37.80113425,12.4308155"
Lilybaeum Pr.,"37.75,12.25"
Lilybaion,"37.80113425,12.4308155"
Lilybeum,"37.80113425,12.4308155"
"limḕn Argôios, limen Argoios, limen Argoos","42.8168005,10.3280985"
Limane,"45.5,3.5"
Limen Aphrodites,"40.008159,18.426574"
Limen to Kaisareiou,"41.0048557797,28.9491426965"
Limenia,"35.167415,32.741684"
Limes Bazensis,"34.5,6.5"
Limes Daciae,"47.2951655628,23.2836165359"
Limes Gemellensis,"34.5,5.5"
Limes Montensis,"34.5,7.5"
Limes Tubunensis,"35.5,5.5"
Limia,"41.5,-8.5"
Limia,"41.760717,-8.5780585"
Limici,"42.1586966548,-7.57957532217"
Limisa,"36.03544365,9.6918146"
"Limnē tēs Mareias, Limne tes Mareias","31.1575,29.898889"
Limnaeum,"39.5080644753,22.0877488932"
Limnai,"36.8824225,30.790941"
Limnai,"37.121691,22.191795"
Limnai,"38.2394405,34.694102"
Limnai,"40.27056,26.272679"
Limnai,"40.721716,29.502079"
Limnaia,"38.857304,21.172398"
Limnaioi,"46.5,35.5"
Limnaion,"39.505191,22.106587"
Limnes,"35.167415,32.741684"
Limnetes,"35.167415,32.741684"
Limnias,"32.779834,22.155779"
Limonum,"46.5836465,0.3459905"
Limusa,"46.048273,17.800783"
Limyra,"36.341966,30.170239"
Limyrike,"12.5,77.5"
Limyros,"36.25,30.25"
Lince,"37.66,27.298333"
Lindia,"36.0913239,28.0881777"
Lindinis,"51.0027965,-2.684927"
Lindon,"56.063365,-4.453567"
"Lindos, Lindhos","36.0913239,28.0881777"
Lingones,"44.75,11.75"
Lingones,"47.5,4.5"
Lingones,"47.864221,5.335214"
Linon,"40.431121,27.196542"
Lipara,"38.46740105,14.9539573"
Liparis,"36.75,34.25"
Lisai,"40.309275,23.060368"
Lissa,"36.664252,28.839144"
Lissa,"44.5,15.5"
Lissos,"35.2406412,23.7865776"
Lissus,"41.7829405,19.643916"
Litana,"56.251632,-3.871921"
Litanobriga,"49.248168,2.430474"
Litarba,"36.145528,36.858743"
Litargon,"36.145528,36.858743"
Liternon,"40.9210656031,14.0300735059"
Liternum,"40.921259,14.029821"
Lithinos Pyrgos,"37.774616,75.22933"
Lithoprosopon Pr.,"34.25,35.75"
Littamum,"46.733931,12.280018"
Litubium,"44.950485,9.037371"
Litus Leuca,"36.75,27.25"
Litus Saxonicum,"47.5,-3.5"
Litus Saxonicum,"51.5,3.5"
Liviana,"43.185499,2.555975"
Livias,"31.833847,35.672514"
Lixitai,"35.199267,-6.11029"
Lixos,"35.199267,-6.11029"
Lixus,"35.199267,-6.11029"
Loacus Felicis,"48.096382,14.799821"
Lobana,"31.647111,34.869563"
Lobetanoi,"40.5,-1.5"
Lobolda,"37.293237,27.993909"
Lobrin(...),"35.878753,5.276415"
Loccis Mon.,"47.128771,0.998339"
Locidae Regi,"43.5,27.5"
Locociacum,"46.517359,0.330444"
Locoteiacus,"46.517359,0.330444"
Locri,"32.91658,12.111326"
Locus Felicis,"48.096382,14.799821"
Logariana,"37.063427,14.90438"
Logia,"54.5,-6.5"
Loium,"49.52349,0.72376"
Lokra,"41.5,8.5"
Lokroi Epizephyrioi,"38.2262955,16.2443395"
Loncium,"46.662562,12.999485"
Londinium,"51.513335,-0.088949"
Longane,"38.082515,15.168053"
Longanos,"38.25,15.25"
Longaricum,"37.934891,13.089565"
Longaticum,"45.911774,14.20586"
Longini Fossatum,"40.403139,39.663119"
Longobriga,"40.963753,-7.212323"
Longostaletes,"43.25,3.25"
"Longovicium, Longouicium","54.8165904926,-1.75338011619"
Longuntica,"37.403784,-1.581155"
Lonibarai,"27.5,67.5"
Lonibarai Stoma,"27.5,67.5"
Lopodunum,"49.47416,8.614162"
Lopsica,"44.928868,14.92"
Lora,"38.846465,28.111299"
Lorium,"41.9021045,12.2847625"
Lorne,"37.23023,40.730679"
Loryma,"36.5773895,28.0082165"
Losa,"44.497849,-1.068062"
Losodica,"48.921544,10.602346"
Lotophages,"33.5,10.5"
Lotum,"49.52349,0.72376"
Loueitha,"31.134975,35.624282"
Louentinon,"52.0472718744,-3.96062060792"
Louerion,"43.75,5.25"
Lougdounon metropolis,"45.758866,4.8194815"
"Lougdounon, Loúgdounon","45.758866,4.8194815"
Lougei,"42.5,-7.5"
Lougoi,"58.5,-3.5"
Louka,"43.84184,10.50703"
Loukeria,"41.5086475,15.3354745"
Loukopibia,"54.9593498,-3.9768342"
Loukos Feronias,"42.13057855,12.5956954"
Loukouidonensioi,"40.5,9.5"
Louna Hyle,"48.5,17.5"
Lounda,"38.0296065,29.455009"
Loupiai,"40.352152,18.172425"
Lourinon,"42.892244,9.440208"
Lousia,"38.000521,23.691421"
Lousoi,"37.9718256,22.1120191"
Lousones,"41.5,-1.5"
Lousonna,"46.519546,6.61810405"
Loutia,"40.972242,-2.445851"
Loutokotia,"48.8544055,2.346168"
Lovolautrum,"45.783762,3.600426"
Loxa,"57.5,-3.5"
Luaron Akron,"40.5,-8.5"
Luca,"43.84184,10.50703"
Lucani,"39.75,16.25"
Lucania,"40.75,15.75"
Lucaniacum,"44.892855,-0.154378"
Lucas,"47.128771,0.998339"
Lucentum,"38.346018,-0.484794"
Luceria,"41.5086475,15.3354745"
Luciacus,"45.394363,1.082785"
Luciliacus,"47.261699,1.060398"
Lucu,"34.950649,-0.104177"
Lucurgentum,"37.122328,-5.451969"
Lucus Aquilonensis,"41.186419,15.134864"
Lucus Asturum,"43.449193,-5.812984"
Lucus Augusti,"43.0106145,-7.5570105"
Lucus Augusti,"44.615727,5.451422"
Lucus Basaro,"39.779455,40.385083"
Lucus Bormani,"43.911292,8.08057"
Lucus Feroniae,"41.3152865,13.1939605"
Lucus Feroniae,"42.129717,12.596872"
lucus Maricae,"41.229232,13.758706"
Ludn(...),"47.800743,2.135185"
Ludna,"46.046113,4.729707"
Ludus Magnus,"41.8899722086,12.4952045247"
Lugdunensis,"45.75,4.25"
Lugdunensis colonia,"45.758866,4.8194815"
Lugdunum,"45.758866,4.8194815"
Lugdunum,"52.212,4.393"
Lugdunum Convenarum,"43.0270135,0.5722425"
Luggoni,"42.5,-6.5"
Luggoni,"43.5,-5.5"
Lugii,"51.527063,16.7764"
Lugio,"46.086341,18.76002"
Luguidunec,"40.71914,9.10218"
Luguvalium,"54.896035,-2.9376685"
Lumo,"43.7586,7.476725"
Luna,"44.065164,10.024166"
Lunna,"46.094027,4.740069"
Lupenii,"41.5,46.5"
Lupia,"40.352152,18.172425"
Lupiae,"40.352152,18.172425"
Lupones,"41.5,46.5"
Lura,"49.550193,3.049697"
Lusitani,"40.5,-7.5"
Lusor,"17.5,42.5"
Lussomana,"47.490747,18.636317"
Lussonium,"46.656263,18.8818825"
"Luteci, LVTECI","48.8544055,2.346168"
Lutecia,"48.8544055,2.346168"
Lutetia,"48.8544055,2.346168"
Lutetia Parisiorum,"48.8544055,2.346168"
Luteva,"43.7303755,3.32373"
Lutiakos,"40.972242,-2.445851"
Luticia,"48.8544055,2.346168"
Luticia Parisiorum,"48.8544055,2.346168"
"Lux Dubia, T.","36.778761,-6.354394"
Luxovium,"47.817552,6.379994"
Lycaonia,"37.25,32.75"
Lychnidós,"41.114136,20.7964495"
Lychnidos,"41.114136,20.7964495"
Lychnitis Limne,"40.5,45.5"
Lycia,"36.75,29.25"
Lyctus,"35.2081,25.3682"
Lydai,"36.614695,28.857562"
Lydda,"31.9582535,34.892378"
Lyendos,"38.716821,29.250768"
Lykōn Polis,"27.181346,31.1825335"
Lykōn polis,"27.181346,31.1825335"
"Lykōnpolis, Lykonpolis","27.181346,31.1825335"
Lykadion Sinus,"41.125,29.125"
Lykandos,"38.1898205,37.086546"
Lykastos,"35.202401,25.101561"
Lykastos,"41.5,36.5"
Lyke,"40.765172,21.099874"
Lykiou Limen,"41.125,29.125"
Lykoa,"37.529952,22.313916"
Lykopolis,"27.181346,31.1825335"
Lykopolis,"27.181346,31.1825335"
Lykopolites Nomos,"27.25,30.75"
Lykos,"34.75,32.75"
Lykos,"38.75,27.75"
Lykos,"41.24817,31.40575"
Lykosoura,"37.3891025,22.0251905"
Lykouria,"37.9049502081,22.2308958722"
"Lyktos, Lýktos","35.2081,25.3682"
Lymodus M.,"22.5,77.5"
Lynkos,"40.914246536,21.5276917044"
Lyrba,"36.9935095,30.7189705"
Lyrbe,"36.873988,31.475921"
Lyrna,"36.959598,29.020363"
Lyrnas,"36.75,30.75"
Lyrnateia,"36.75,30.75"
Lyrnessos,"36.75,30.75"
Lyrnessos,"39.508231,27.082027"
Lysa,"30.409962,34.357854"
Lysanitae,"17.5,42.5"
Lysias,"35.645991,36.155416"
Lysimachea,"38.997165,26.833681"
Lysimacheia,"38.535856,21.336882"
Lysimacheia,"38.75,21.25"
Lysimacheia,"40.548232,26.75081"
Lysinia,"37.7156875,30.090785"
Lysinoe,"37.7156875,30.090785"
Lysis,"37.75,30.25"
Lystra,"37.588278,32.3444725"
"Lyttos, Lýttos","35.2081,25.3682"
M(...),"35.884303,9.390765"
Mántoua,"45.160646,10.7976015"
Mīt Rahīna,"29.849491,31.255061"
Māh al-Ḅasra,"34.18761,48.367981"
Mālavas,"27.5,72.5"
Mýndos,"37.073691,27.242415"
Maagrammon,"6.28428,81.278156"
"Mabbug, Mabbuk","36.526222,37.9555335"
Mabbuk,"36.526222,37.9555335"
Mabog,"36.526222,37.9555335"
Macae,"31.5,13.5"
Macar Oea,"32.897586,13.175266"
Macarta,"37.1924595,40.587565"
Maccui,"36.25,2.75"
Macedonia,"40.9691152478,22.4920786436"
Macenites,"33.75,-5.75"
Machairous,"31.56663,35.6287865"
Macharta,"37.1924595,40.587565"
Machelones,"40.5,39.5"
Machlyae,"33.5,9.5"
Machmas,"31.871273,35.27693"
Machounoi,"34.75,10.75"
Machoures,"36.75,5.75"
Machousioi,"36.25,1.75"
Machryes,"33.5,9.5"
Macomades,"31.205047,16.588337"
Macomades,"35.8254,7.165181"
Macomades Minores,"34.525858,10.497324"
Macoraba,"21.426804,39.815421"
Macota,"35.921724,9.146933"
Macri,"35.637737,5.094743"
Macris,"36.75,29.25"
Macrocremni,"46.5,29.5"
Mactaris,"35.85385845,9.20696465"
Mactocalingae,"22.5,82.5"
Macurebi,"36.25,2.75"
Mad,"34.5,46.5"
Madaba,"31.7173385,35.7945195"
Madamprus,"37.121577,29.853632"
Madauros,"36.077735,7.902716"
Madaya,"34.5,46.5"
Madiama,"27.662475,36.384064"
Madiama,"28.477537,35.017251"
Madiane,"28.75,34.75"
Madnasa,"37.088887,27.359987"
Madyandinoi,"27.5,87.5"
Madytos,"40.1847471251,26.3560713789"
Maenuba,"36.77864,-4.100678"
Maenuba,"37.5,-6.5"
Maenuba,"37.5,-6.5"
Maeotis,"46.5,36.5"
Maezaei,"45.5,16.5"
Mafsheta,"33.046357,35.311724"
Magaba,"39.75,33.25"
Magabula,"40.383948,37.039089"
Magalona,"43.514715,3.882631"
Magarataricha,"35.593985,36.578113"
Magaris,"20.378459,85.994719"
Magarsa,"36.5449515,35.3455155"
Magarsos,"36.5449515,35.3455155"
Magastara,"37.716197,30.388773"
Magdala,"32.81449,35.520579"
Magdola,"29.132354,30.588404"
Maghas,"27.5,82.5"
Magia,"47.007704,9.531138"
Magida,"37.75,34.25"
Magiovinium,"51.998623,-0.716167"
Magis,"54.655584,-3.5459335"
Maglona,"54.807425,-3.153166"
Maglone,"54.807425,-3.153166"
Magloula,"33.843692,36.520816"
Magna,"54.98479555,-2.52424975"
"Magna Mater, aedes","41.8894921088,12.4849781198"
Magnēsía epì Maiándrō,"37.8505485,27.526039"
Magnēsía hē Asianḗ,"37.8505485,27.526039"
Magnēsia Sipylou,"38.541317,27.4873015"
"Magnēsia, Magnesia","38.541317,27.4873015"
Magnana,"40.810026,39.617574"
Magnatai,"52.5,-7.5"
Magnesia ad Maeandrum,"37.8505485,27.526039"
Magnesia ad Sipylum,"38.541317,27.4873015"
"Magnesia am Sipylos, Magnesia at Sipylos","38.541317,27.4873015"
Magnetum,"41.2484335,-8.257368"
Magni Campi,"36.75,8.75"
Magnis,"52.0811535,-2.819973"
Magnis,"54.98479555,-2.52424975"
Magnopolis,"40.5,36.5"
Magnum,"43.793599,16.313369"
Magnum Pr.,"43.5,-9.5"
Mago,"39.889482,4.264116"
Magon,"27.5,87.5"
Magydos,"36.849799,30.800301"
Magzartha,"36.18509,36.605433"
Maia,"54.95285875,-3.2152102"
Maiandria,"39.819186,20.068179"
Maiandros,"22.5,92.5"
Maiandros,"37.751855,27.410275"
Maiandroupolis,"37.751855,27.410275"
Maiboza,"38.681059,27.928538"
Maidoi,"41.75,22.75"
Maielli,"44.75,7.25"
Maiensis Statio,"46.6703843,11.1665263"
Mainake,"36.741931,-4.094288"
Mainalos,"37.549491,22.265891"
Maioma Ascalonitis,"31.692211,34.561808"
Maionia,"38.535161,28.491469"
Maionia,"38.6017589629,28.4368949782"
Maiotai,"45.25,37.25"
Maipa,"38.1427855,41.003257"
Maipha,"14.555811,47.730183"
Mais,"22.5,72.5"
Mais,"54.95285875,-3.2152102"
Maisaimaneis,"26.5,38.5"
Maisan,"31.5,46.5"
Maisolia,"17.5,77.5"
Maisolos,"17.5,77.5"
Maithath,"14.555811,47.730183"
Maius,"41.5,1.5"
Makanitai,"33.75,-5.75"
Makara,"37.3929788,13.28035975"
Makareia,"37.405021,22.076211"
Makaria,"35.3621995,33.6572345"
Makaria,"38.15931,24.00382"
"Makariai, Makareai","37.405021,22.076211"
Makatoutai,"30.5,19.5"
Maked,"32.943342,36.187397"
Makelle,"38.630726,35.519772"
Maketai,"30.5,19.5"
Makistos,"37.60974,21.698461"
Makkarai,"39.203385,22.472548"
Makna,"28.398858,34.745184"
Makopsisa,"40.263151,8.770937"
Makra,"36.75,29.25"
Makra Kome,"33.4624795,35.2948605"
Makra Kome,"38.9573265,22.1235505"
Makra Pedion,"34.75,36.25"
Makra Teiche,"37.875,23.625"
"Makra Teiche, Makrá Teíchē","41.3414637356,28.3340510715"
Makras Pedion,"34.75,36.25"
Makria Pr.,"38.25,26.75"
Makrinoi,"42.5,9.5"
Makris,"38.25,26.75"
Makrokephaloi,"40.5,38.5"
Makron Akron,"36.75,15.25"
Makron Pedion,"37.25,30.25"
Makrones,"40.5,39.5"
Maktorion,"37.251831,14.339927"
Makyneia,"38.355157,21.726328"
Malaṭīya,"38.382217,38.361152"
Malaṭya,"38.382217,38.361152"
Malaca,"36.5,-4.5"
Malaca,"36.719658,-4.420163"
Malaia,"10.0,80.0"
Malaia,"37.327556,22.168781"
Malaios,"56.5,-6.5"
Malaka,"36.719658,-4.420163"
Malakopea,"38.381222,34.657247"
Malamantos,"32.5,72.5"
Malandara,"39.3502785,36.4101085"
Malandasa,"38.2111435,34.39368"
Malanga,"12.838963,79.69958"
Malangitai,"17.5,42.5"
Malao,"10.420294,45.013109"
Malata,"45.211899,19.614221"
Malateca,"38.61397,-8.663247"
Malatha,"31.224685,35.018386"
Malaver,"34.306514,48.828866"
Malchoubi,"36.75,6.25"
Male Pr.,"27.5,67.5"
Malea,"37.327556,22.168781"
Malea,"39.14079,26.527493"
Maledomnei,"31.833009,35.348904"
Malene,"39.168514,26.8272385"
Maleto,"43.681647,2.195316"
Maletum,"46.534259,11.296132"
Maleus,"22.5,87.5"
"Maleventum, Maleuentum","41.130437,14.781161"
Malgasa,"37.722765,30.051409"
Malichai,"25.5,38.5"
Malichou,"17.5,42.5"
Malla,"35.083064,25.581903"
Malli,"22.5,87.5"
Malliacum,"47.383824,0.554606"
Malliana,"36.26087,2.220412"
Mallo,"17.310533,33.764955"
Malloi,"32.5,72.5"
Malloia,"39.876194,22.091553"
Mallos,"36.756188,35.4852"
Mallus M.,"24.8475515569,87.2916946574"
Malos,"37.7013085,30.942251"
Malos,"39.0892335,30.753551"
Malos,"40.126533,33.34095"
Maltamonenses,"39.5,8.5"
Maltecorae,"27.5,77.5"
Malus,"39.75,27.25"
Malva,"44.1742125,24.3972065"
Malvesa,"43.969954,19.568865"
Malvesia,"43.969954,19.568865"
Mamaeum Litus,"17.5,42.5"
Mamali,"17.5,42.5"
Mambli,"17.996547,31.27173"
Mambouta,"37.331196,40.500699"
Mambrathon,"37.331196,40.500699"
Mambre,"38.241018,41.003818"
Mamertina,"38.192251,15.556634"
Mamertion,"38.294539,15.984863"
Mamopsora,"30.736782,35.6087615"
Mampsaroi,"35.75,9.25"
Mampsis,"31.025315,35.064432"
Mampsoukrenai,"37.0733365,34.8858995"
Mamucio,"53.4751397,-2.25463"
Manange,"35.884303,9.390765"
Manapioi,"53.5,-6.5"
Manatum,"46.102677,2.90204"
Manava,"36.787064,31.4469115"
Manavia,"54.5,-4.5"
Manbalot,"27.312131,30.970717"
Mancellus,"42.025836,-3.7559665"
Mancharum,"18.940116,30.442588"
Mandaei,"22.5,82.5"
Mandagara,"17.951342,73.03939"
Mandagora,"17.951342,73.03939"
Mandane,"36.122172,33.126266"
Mandis,"32.586613,22.504054"
Mandonion,"40.397704,17.636381"
Mandris,"40.797214,31.984094"
Mandros,"36.5,52.5"
Mandubii,"47.5,4.5"
Manduessedum,"52.566898,-1.529255"
Manduria,"40.397704,17.636381"
Mandurion,"40.397704,17.636381"
Manegordo,"40.084044,32.429558"
Manioi,"43.5,16.5"
Manios Kolpos,"43.5,16.5"
Manlau,"27.730769,30.84577"
Manliana,"36.26087,2.220412"
Manliana,"43.175081,11.78807"
Manlianus Saltus,"41.5,-1.5"
Mannaricium,"51.9662405,5.4240495"
